,support,itemsets
6047,0.08,"frozenset({1, 46, 47})"
6048,0.05,"frozenset({48, 1, 46})"
6049,0.05,"frozenset({1, 50, 46})"
6050,0.06,"frozenset({1, 52, 46})"
6051,0.05,"frozenset({1, 46, 57})"
6052,0.05,"frozenset({1, 58, 46})"
6053,0.06,"frozenset({1, 67, 46})"
6054,0.06,"frozenset({1, 68, 46})"
6055,0.05,"frozenset({1, 69, 46})"
6056,0.05,"frozenset({46, 1, 70})"
6057,0.05,"frozenset({1, 46, 71})"
6058,0.07,"frozenset({1, 74, 46})"
6059,0.06,"frozenset({1, 75, 46})"
6060,0.05,"frozenset({1, 76, 46})"
6061,0.05,"frozenset({1, 82, 46})"
6062,0.06,"frozenset({1, 46, 87})"
6063,0.07,"frozenset({1, 90, 46})"
6064,0.05,"frozenset({1, 93, 46})"
6065,0.06,"frozenset({96, 1, 46})"
6066,0.05,"frozenset({46, 1, 97})"
6067,0.05,"frozenset({1, 50, 47})"
6068,0.05,"frozenset({1, 52, 47})"
6069,0.07,"frozenset({1, 47, 55})"
6070,0.06,"frozenset({1, 47, 57})"
6071,0.08,"frozenset({1, 58, 47})"
6072,0.07,"frozenset({1, 59, 47})"
6073,0.05,"frozenset({1, 62, 47})"
6074,0.05,"frozenset({1, 66, 47})"
6075,0.05,"frozenset({1, 67, 47})"
6076,0.07,"frozenset({1, 68, 47})"
6077,0.08,"frozenset({1, 69, 47})"
6078,0.08,"frozenset({1, 70, 47})"
6079,0.06,"frozenset({1, 47, 71})"
6080,0.06,"frozenset({72, 1, 47})"
6081,0.09,"frozenset({1, 74, 47})"
6082,0.08,"frozenset({1, 75, 47})"
6083,0.05,"frozenset({1, 76, 47})"
6084,0.07,"frozenset({1, 77, 47})"
6085,0.06,"frozenset({1, 47, 79})"
6086,0.05,"frozenset({1, 82, 47})"
6087,0.05,"frozenset({1, 86, 47})"
6088,0.05,"frozenset({1, 47, 87})"
6089,0.07,"frozenset({88, 1, 47})"
6090,0.05,"frozenset({1, 90, 47})"
6091,0.06,"frozenset({1, 92, 47})"
6092,0.08,"frozenset({96, 1, 47})"
6093,0.06,"frozenset({1, 97, 47})"
6094,0.07,"frozenset({1, 98, 47})"
6095,0.05,"frozenset({1, 100, 47})"
6096,0.05,"frozenset({48, 1, 49})"
6097,0.05,"frozenset({48, 1, 52})"
6098,0.05,"frozenset({48, 1, 67})"
6099,0.05,"frozenset({48, 1, 70})"
6100,0.05,"frozenset({72, 1, 48})"
6101,0.06,"frozenset({73, 1, 48})"
6102,0.05,"frozenset({48, 1, 76})"
6103,0.05,"frozenset({48, 1, 77})"
6104,0.05,"frozenset({48, 1, 84})"
6105,0.06,"frozenset({48, 1, 86})"
6106,0.06,"frozenset({88, 1, 48})"
6107,0.05,"frozenset({48, 1, 91})"
6108,0.05,"frozenset({48, 1, 93})"
6109,0.05,"frozenset({48, 1, 94})"
6110,0.05,"frozenset({48, 1, 99})"
6111,0.07,"frozenset({1, 50, 49})"
6112,0.05,"frozenset({1, 52, 49})"
6113,0.05,"frozenset({1, 53, 49})"
6114,0.06,"frozenset({1, 55, 49})"
6115,0.06,"frozenset({1, 59, 49})"
6116,0.06,"frozenset({1, 60, 49})"
6117,0.05,"frozenset({1, 61, 49})"
6118,0.06,"frozenset({1, 63, 49})"
6119,0.05,"frozenset({1, 66, 49})"
6120,0.08,"frozenset({1, 67, 49})"
6121,0.07,"frozenset({1, 70, 49})"
6122,0.05,"frozenset({1, 71, 49})"
6123,0.05,"frozenset({1, 75, 49})"
6124,0.07,"frozenset({1, 77, 49})"
6125,0.06,"frozenset({1, 78, 49})"
6126,0.06,"frozenset({81, 1, 49})"
6127,0.05,"frozenset({1, 84, 49})"
6128,0.05,"frozenset({1, 85, 49})"
6129,0.05,"frozenset({1, 86, 49})"
6130,0.06,"frozenset({1, 90, 49})"
6131,0.07,"frozenset({1, 93, 49})"
6132,0.08,"frozenset({1, 94, 49})"
6133,0.07,"frozenset({1, 97, 49})"
6134,0.09,"frozenset({1, 99, 49})"
6135,0.08,"frozenset({1, 100, 49})"
6136,0.05,"frozenset({1, 50, 52})"
6137,0.05,"frozenset({1, 50, 53})"
6138,0.05,"frozenset({1, 50, 60})"
6139,0.06,"frozenset({1, 50, 61})"
6140,0.05,"frozenset({64, 1, 50})"
6141,0.05,"frozenset({1, 50, 67})"
6142,0.06,"frozenset({1, 50, 69})"
6143,0.07,"frozenset({1, 50, 70})"
6144,0.05,"frozenset({1, 50, 71})"
6145,0.06,"frozenset({73, 1, 50})"
6146,0.06,"frozenset({1, 50, 74})"
6147,0.05,"frozenset({1, 50, 75})"
6148,0.05,"frozenset({1, 50, 76})"
6149,0.07,"frozenset({1, 50, 77})"
6150,0.05,"frozenset({1, 50, 78})"
6151,0.05,"frozenset({80, 1, 50})"
6152,0.05,"frozenset({1, 50, 82})"
6153,0.07,"frozenset({1, 50, 86})"
6154,0.05,"frozenset({1, 50, 87})"
6155,0.06,"frozenset({1, 50, 90})"
6156,0.05,"frozenset({1, 50, 91})"
6157,0.05,"frozenset({1, 50, 93})"
6158,0.08,"frozenset({1, 50, 94})"
6159,0.05,"frozenset({1, 50, 95})"
6160,0.07,"frozenset({1, 50, 97})"
6161,0.05,"frozenset({1, 50, 98})"
6162,0.06,"frozenset({1, 50, 99})"
6163,0.06,"frozenset({1, 50, 100})"
6164,0.05,"frozenset({1, 51, 70})"
6165,0.05,"frozenset({88, 1, 51})"
6166,0.05,"frozenset({1, 51, 100})"
6167,0.05,"frozenset({56, 1, 52})"
6168,0.06,"frozenset({1, 59, 52})"
6169,0.07,"frozenset({1, 60, 52})"
6170,0.07,"frozenset({1, 67, 52})"
6171,0.05,"frozenset({1, 52, 70})"
6172,0.05,"frozenset({1, 75, 52})"
6173,0.06,"frozenset({1, 52, 77})"
6174,0.05,"frozenset({1, 52, 86})"
6175,0.07,"frozenset({88, 1, 52})"
6176,0.05,"frozenset({1, 90, 52})"
6177,0.05,"frozenset({1, 91, 52})"
6178,0.05,"frozenset({1, 92, 52})"
6179,0.05,"frozenset({96, 1, 52})"
6180,0.06,"frozenset({1, 52, 97})"
6181,0.05,"frozenset({1, 98, 52})"
6182,0.05,"frozenset({1, 100, 52})"
6183,0.05,"frozenset({1, 61, 53})"
6184,0.05,"frozenset({72, 1, 53})"
6185,0.06,"frozenset({1, 77, 53})"
6186,0.05,"frozenset({81, 1, 53})"
6187,0.05,"frozenset({1, 53, 86})"
6188,0.05,"frozenset({88, 1, 53})"
6189,0.06,"frozenset({1, 93, 53})"
6190,0.06,"frozenset({1, 53, 94})"
6191,0.05,"frozenset({1, 99, 53})"
6192,0.06,"frozenset({1, 61, 54})"
6193,0.06,"frozenset({1, 58, 55})"
6194,0.06,"frozenset({1, 59, 55})"
6195,0.05,"frozenset({1, 60, 55})"
6196,0.06,"frozenset({1, 61, 55})"
6197,0.05,"frozenset({1, 62, 55})"
6198,0.06,"frozenset({1, 69, 55})"
6199,0.06,"frozenset({1, 70, 55})"
6200,0.07,"frozenset({1, 55, 71})"
6201,0.05,"frozenset({72, 1, 55})"
6202,0.05,"frozenset({1, 77, 55})"
6203,0.05,"frozenset({1, 85, 55})"
6204,0.05,"frozenset({1, 93, 55})"
6205,0.07,"frozenset({96, 1, 55})"
6206,0.06,"frozenset({1, 97, 55})"
6207,0.05,"frozenset({1, 98, 55})"
6208,0.05,"frozenset({56, 1, 58})"
6209,0.06,"frozenset({56, 1, 67})"
6210,0.05,"frozenset({56, 1, 69})"
6211,0.05,"frozenset({96, 1, 56})"
6212,0.06,"frozenset({56, 1, 98})"
6213,0.05,"frozenset({56, 1, 99})"
6214,0.06,"frozenset({1, 58, 57})"
6215,0.05,"frozenset({1, 63, 57})"
6216,0.05,"frozenset({64, 1, 57})"
6217,0.06,"frozenset({1, 67, 57})"
6218,0.06,"frozenset({1, 69, 57})"
6219,0.05,"frozenset({1, 71, 57})"
6220,0.05,"frozenset({1, 77, 57})"
6221,0.07,"frozenset({1, 79, 57})"
6222,0.05,"frozenset({1, 90, 57})"
6223,0.05,"frozenset({1, 91, 57})"
6224,0.06,"frozenset({1, 97, 57})"
6225,0.05,"frozenset({1, 58, 59})"
6226,0.05,"frozenset({1, 58, 62})"
6227,0.06,"frozenset({1, 58, 63})"
6228,0.05,"frozenset({64, 1, 58})"
6229,0.05,"frozenset({65, 1, 58})"
6230,0.07,"frozenset({1, 58, 67})"
6231,0.08,"frozenset({1, 58, 68})"
6232,0.08,"frozenset({1, 58, 69})"
6233,0.08,"frozenset({1, 58, 70})"
6234,0.07,"frozenset({1, 58, 71})"
6235,0.06,"frozenset({72, 1, 58})"
6236,0.06,"frozenset({1, 58, 75})"
6237,0.07,"frozenset({1, 58, 77})"
6238,0.05,"frozenset({1, 58, 78})"
6239,0.06,"frozenset({1, 58, 79})"
6240,0.05,"frozenset({80, 1, 58})"
6241,0.05,"frozenset({81, 1, 58})"
6242,0.06,"frozenset({1, 58, 84})"
6243,0.05,"frozenset({1, 58, 86})"
6244,0.06,"frozenset({1, 58, 87})"
6245,0.07,"frozenset({88, 1, 58})"
6246,0.06,"frozenset({89, 1, 58})"
6247,0.05,"frozenset({1, 58, 90})"
6248,0.06,"frozenset({1, 58, 93})"
6249,0.1,"frozenset({96, 1, 58})"
6250,0.05,"frozenset({1, 58, 97})"
6251,0.07,"frozenset({1, 58, 98})"
6252,0.05,"frozenset({1, 59, 60})"
6253,0.06,"frozenset({1, 59, 61})"
6254,0.05,"frozenset({1, 59, 68})"
6255,0.06,"frozenset({1, 59, 71})"
6256,0.05,"frozenset({72, 1, 59})"
6257,0.05,"frozenset({1, 74, 59})"
6258,0.06,"frozenset({1, 59, 76})"
6259,0.07,"frozenset({1, 59, 77})"
6260,0.06,"frozenset({1, 82, 59})"
6261,0.06,"frozenset({1, 59, 86})"
6262,0.06,"frozenset({88, 1, 59})"
6263,0.06,"frozenset({1, 90, 59})"
6264,0.06,"frozenset({96, 1, 59})"
6265,0.07,"frozenset({1, 59, 97})"
6266,0.05,"frozenset({1, 98, 59})"
6267,0.08,"frozenset({99, 1, 59})"
6268,0.07,"frozenset({1, 59, 100})"
6269,0.05,"frozenset({1, 60, 63})"
6270,0.05,"frozenset({1, 67, 60})"
6271,0.07,"frozenset({1, 60, 77})"
6272,0.06,"frozenset({1, 60, 78})"
6273,0.05,"frozenset({1, 60, 86})"
6274,0.06,"frozenset({88, 1, 60})"
6275,0.07,"frozenset({1, 60, 97})"
6276,0.06,"frozenset({1, 61, 62})"
6277,0.05,"frozenset({64, 1, 61})"
6278,0.06,"frozenset({1, 69, 61})"
6279,0.06,"frozenset({1, 61, 70})"
6280,0.05,"frozenset({1, 61, 71})"
6281,0.05,"frozenset({1, 77, 61})"
6282,0.06,"frozenset({1, 61, 79})"
6283,0.05,"frozenset({1, 83, 61})"
6284,0.05,"frozenset({88, 1, 61})"
6285,0.07,"frozenset({1, 90, 61})"
6286,0.06,"frozenset({1, 61, 97})"
6287,0.05,"frozenset({1, 98, 61})"
6288,0.06,"frozenset({1, 99, 61})"
6289,0.06,"frozenset({1, 100, 61})"
6290,0.06,"frozenset({62, 1, 70})"
6291,0.07,"frozenset({1, 77, 62})"
6292,0.06,"frozenset({62, 1, 86})"
6293,0.05,"frozenset({62, 1, 94})"
6294,0.05,"frozenset({62, 1, 97})"
6295,0.07,"frozenset({1, 67, 63})"
6296,0.05,"frozenset({1, 69, 63})"
6297,0.05,"frozenset({1, 70, 63})"
6298,0.05,"frozenset({1, 75, 63})"
6299,0.05,"frozenset({1, 77, 63})"
6300,0.07,"frozenset({1, 78, 63})"
6301,0.05,"frozenset({81, 1, 63})"
6302,0.06,"frozenset({1, 84, 63})"
6303,0.05,"frozenset({1, 63, 87})"
6304,0.05,"frozenset({1, 97, 63})"
6305,0.05,"frozenset({1, 100, 63})"
6306,0.05,"frozenset({64, 1, 67})"
6307,0.06,"frozenset({64, 1, 71})"
6308,0.05,"frozenset({64, 1, 76})"
6309,0.06,"frozenset({64, 1, 77})"
6310,0.05,"frozenset({64, 1, 79})"
6311,0.05,"frozenset({64, 1, 87})"
6312,0.05,"frozenset({64, 1, 90})"
6313,0.06,"frozenset({64, 1, 94})"
6314,0.05,"frozenset({64, 1, 97})"
6315,0.05,"frozenset({65, 1, 68})"
6316,0.06,"frozenset({1, 66, 70})"
6317,0.06,"frozenset({73, 1, 66})"
6318,0.05,"frozenset({1, 66, 77})"
6319,0.05,"frozenset({88, 1, 66})"
6320,0.06,"frozenset({1, 66, 97})"
6321,0.07,"frozenset({1, 66, 99})"
6322,0.05,"frozenset({1, 66, 100})"
6323,0.06,"frozenset({1, 67, 69})"
6324,0.06,"frozenset({1, 67, 70})"
6325,0.07,"frozenset({1, 67, 71})"
6326,0.05,"frozenset({1, 75, 67})"
6327,0.07,"frozenset({1, 67, 77})"
6328,0.05,"frozenset({1, 67, 78})"
6329,0.05,"frozenset({1, 67, 79})"
6330,0.06,"frozenset({81, 1, 67})"
6331,0.08,"frozenset({1, 67, 84})"
6332,0.05,"frozenset({88, 1, 67})"
6333,0.05,"frozenset({1, 91, 67})"
6334,0.05,"frozenset({1, 67, 93})"
6335,0.08,"frozenset({96, 1, 67})"
6336,0.05,"frozenset({1, 67, 97})"
6337,0.05,"frozenset({1, 98, 67})"
6338,0.06,"frozenset({99, 1, 67})"
6339,0.05,"frozenset({1, 68, 69})"
6340,0.06,"frozenset({72, 1, 68})"
6341,0.05,"frozenset({1, 74, 68})"
6342,0.05,"frozenset({1, 76, 68})"
6343,0.06,"frozenset({88, 1, 68})"
6344,0.06,"frozenset({1, 90, 68})"
6345,0.06,"frozenset({96, 1, 68})"
6346,0.05,"frozenset({1, 68, 97})"
6347,0.05,"frozenset({1, 98, 68})"
6348,0.09,"frozenset({1, 69, 70})"
6349,0.06,"frozenset({1, 75, 69})"
6350,0.05,"frozenset({1, 77, 69})"
6351,0.06,"frozenset({1, 69, 78})"
6352,0.07,"frozenset({1, 69, 79})"
6353,0.05,"frozenset({1, 84, 69})"
6354,0.06,"frozenset({88, 1, 69})"
6355,0.05,"frozenset({1, 90, 69})"
6356,0.06,"frozenset({96, 1, 69})"
6357,0.06,"frozenset({1, 98, 69})"
6358,0.05,"frozenset({1, 100, 69})"
6359,0.06,"frozenset({1, 70, 71})"
6360,0.05,"frozenset({72, 1, 70})"
6361,0.05,"frozenset({1, 74, 70})"
6362,0.09,"frozenset({1, 75, 70})"
6363,0.05,"frozenset({1, 76, 70})"
6364,0.06,"frozenset({1, 77, 70})"
6365,0.06,"frozenset({1, 78, 70})"
6366,0.05,"frozenset({81, 1, 70})"
6367,0.05,"frozenset({1, 86, 70})"
6368,0.07,"frozenset({88, 1, 70})"
6369,0.06,"frozenset({89, 1, 70})"
6370,0.06,"frozenset({1, 90, 70})"
6371,0.05,"frozenset({1, 92, 70})"
6372,0.07,"frozenset({1, 94, 70})"
6373,0.05,"frozenset({1, 70, 95})"
6374,0.07,"frozenset({96, 1, 70})"
6375,0.06,"frozenset({1, 97, 70})"
6376,0.08,"frozenset({1, 98, 70})"
6377,0.08,"frozenset({1, 99, 70})"
6378,0.06,"frozenset({1, 100, 70})"
6379,0.05,"frozenset({1, 76, 71})"
6380,0.05,"frozenset({1, 77, 71})"
6381,0.05,"frozenset({1, 78, 71})"
6382,0.06,"frozenset({81, 1, 71})"
6383,0.05,"frozenset({1, 82, 71})"
6384,0.05,"frozenset({1, 84, 71})"
6385,0.05,"frozenset({89, 1, 71})"
6386,0.06,"frozenset({1, 90, 71})"
6387,0.07,"frozenset({96, 1, 71})"
6388,0.07,"frozenset({1, 97, 71})"
6389,0.05,"frozenset({1, 98, 71})"
6390,0.05,"frozenset({73, 1, 72})"
6391,0.05,"frozenset({72, 1, 74})"
6392,0.05,"frozenset({72, 1, 76})"
6393,0.05,"frozenset({72, 1, 77})"
6394,0.05,"frozenset({72, 1, 82})"
6395,0.07,"frozenset({88, 1, 72})"
6396,0.05,"frozenset({72, 1, 90})"
6397,0.05,"frozenset({72, 1, 92})"
6398,0.05,"frozenset({96, 1, 72})"
6399,0.05,"frozenset({72, 1, 97})"
6400,0.06,"frozenset({72, 1, 99})"
6401,0.06,"frozenset({73, 1, 74})"
6402,0.07,"frozenset({73, 1, 77})"
6403,0.07,"frozenset({73, 1, 88})"
6404,0.05,"frozenset({73, 1, 92})"
6405,0.05,"frozenset({73, 1, 94})"
6406,0.06,"frozenset({73, 1, 97})"
6407,0.07,"frozenset({73, 1, 99})"
6408,0.07,"frozenset({1, 74, 75})"
6409,0.07,"frozenset({1, 74, 76})"
6410,0.05,"frozenset({1, 74, 87})"
6411,0.05,"frozenset({88, 1, 74})"
6412,0.07,"frozenset({1, 74, 92})"
6413,0.06,"frozenset({1, 74, 93})"
6414,0.05,"frozenset({1, 74, 95})"
6415,0.05,"frozenset({96, 1, 74})"
6416,0.05,"frozenset({1, 74, 97})"
6417,0.05,"frozenset({1, 74, 99})"
6418,0.06,"frozenset({1, 75, 76})"
6419,0.06,"frozenset({1, 75, 77})"
6420,0.05,"frozenset({1, 75, 79})"
6421,0.06,"frozenset({81, 1, 75})"
6422,0.05,"frozenset({1, 75, 84})"
6423,0.06,"frozenset({1, 75, 87})"
6424,0.05,"frozenset({1, 90, 75})"
6425,0.05,"frozenset({1, 75, 92})"
6426,0.07,"frozenset({1, 75, 93})"
6427,0.08,"frozenset({1, 75, 94})"
6428,0.05,"frozenset({1, 75, 95})"
6429,0.05,"frozenset({96, 1, 75})"
6430,0.05,"frozenset({1, 75, 97})"
6431,0.05,"frozenset({1, 75, 100})"
6432,0.06,"frozenset({1, 76, 77})"
6433,0.05,"frozenset({1, 76, 78})"
6434,0.05,"frozenset({81, 1, 76})"
6435,0.05,"frozenset({1, 76, 86})"
6436,0.05,"frozenset({1, 76, 87})"
6437,0.05,"frozenset({88, 1, 76})"
6438,0.06,"frozenset({1, 90, 76})"
6439,0.05,"frozenset({1, 91, 76})"
6440,0.06,"frozenset({1, 76, 93})"
6441,0.05,"frozenset({1, 76, 94})"
6442,0.06,"frozenset({96, 1, 76})"
6443,0.05,"frozenset({1, 76, 97})"
6444,0.07,"frozenset({1, 99, 76})"
6445,0.07,"frozenset({1, 77, 78})"
6446,0.06,"frozenset({1, 82, 77})"
6447,0.05,"frozenset({1, 85, 77})"
6448,0.08,"frozenset({1, 77, 86})"
6449,0.07,"frozenset({1, 77, 87})"
6450,0.08,"frozenset({88, 1, 77})"
6451,0.05,"frozenset({1, 90, 77})"
6452,0.05,"frozenset({1, 92, 77})"
6453,0.06,"frozenset({1, 93, 77})"
6454,0.08,"frozenset({1, 77, 94})"
6455,0.07,"frozenset({96, 1, 77})"
6456,0.11,"frozenset({1, 77, 97})"
6457,0.05,"frozenset({1, 98, 77})"
6458,0.08,"frozenset({1, 99, 77})"
6459,0.06,"frozenset({1, 100, 77})"
6460,0.07,"frozenset({88, 1, 78})"
6461,0.05,"frozenset({1, 78, 95})"
6462,0.07,"frozenset({1, 97, 78})"
6463,0.07,"frozenset({1, 99, 78})"
6464,0.06,"frozenset({1, 100, 78})"
6465,0.05,"frozenset({1, 84, 79})"
6466,0.05,"frozenset({1, 90, 79})"
6467,0.05,"frozenset({96, 1, 79})"
6468,0.06,"frozenset({80, 1, 90})"
6469,0.06,"frozenset({96, 1, 80})"
6470,0.07,"frozenset({81, 1, 84})"
6471,0.05,"frozenset({81, 1, 90})"
6472,0.06,"frozenset({81, 1, 93})"
6473,0.05,"frozenset({81, 1, 94})"
6474,0.05,"frozenset({81, 1, 95})"
6475,0.05,"frozenset({81, 1, 99})"
6476,0.07,"frozenset({1, 82, 90})"
6477,0.05,"frozenset({96, 1, 82})"
6478,0.06,"frozenset({1, 82, 97})"
6479,0.06,"frozenset({1, 82, 100})"
6480,0.05,"frozenset({96, 1, 83})"
6481,0.06,"frozenset({1, 84, 93})"
6482,0.05,"frozenset({1, 84, 94})"
6483,0.05,"frozenset({96, 1, 84})"
6484,0.05,"frozenset({1, 100, 84})"
6485,0.05,"frozenset({1, 85, 97})"
6486,0.05,"frozenset({1, 86, 87})"
6487,0.07,"frozenset({88, 1, 86})"
6488,0.06,"frozenset({1, 93, 86})"
6489,0.06,"frozenset({1, 94, 86})"
6490,0.06,"frozenset({1, 97, 86})"
6491,0.06,"frozenset({1, 98, 86})"
6492,0.05,"frozenset({1, 99, 86})"
6493,0.06,"frozenset({1, 93, 87})"
6494,0.05,"frozenset({1, 94, 87})"
6495,0.05,"frozenset({88, 1, 91})"
6496,0.07,"frozenset({88, 1, 92})"
6497,0.05,"frozenset({88, 1, 93})"
6498,0.05,"frozenset({88, 1, 94})"
6499,0.05,"frozenset({88, 1, 97})"
6500,0.07,"frozenset({88, 1, 98})"
6501,0.07,"frozenset({88, 1, 99})"
6502,0.05,"frozenset({88, 1, 100})"
6503,0.05,"frozenset({89, 1, 98})"
6504,0.05,"frozenset({1, 90, 91})"
6505,0.06,"frozenset({1, 90, 93})"
6506,0.05,"frozenset({96, 1, 90})"
6507,0.07,"frozenset({1, 90, 97})"
6508,0.07,"frozenset({1, 90, 99})"
6509,0.08,"frozenset({1, 90, 100})"
6510,0.05,"frozenset({1, 92, 93})"
6511,0.06,"frozenset({1, 92, 94})"
6512,0.05,"frozenset({1, 92, 97})"
6513,0.06,"frozenset({1, 99, 92})"
6514,0.06,"frozenset({1, 100, 92})"
6515,0.09,"frozenset({1, 93, 94})"
6516,0.05,"frozenset({1, 100, 93})"
6517,0.07,"frozenset({1, 97, 94})"
6518,0.05,"frozenset({1, 99, 94})"
6519,0.07,"frozenset({1, 100, 94})"
6520,0.06,"frozenset({1, 98, 95})"
6521,0.06,"frozenset({96, 1, 97})"
6522,0.05,"frozenset({96, 1, 98})"
6523,0.05,"frozenset({96, 1, 99})"
6524,0.05,"frozenset({1, 98, 97})"
6525,0.08,"frozenset({1, 99, 97})"
6526,0.09,"frozenset({1, 100, 97})"
6527,0.05,"frozenset({1, 98, 99})"
6528,0.08,"frozenset({1, 99, 100})"
6529,0.06,"frozenset({2, 3, 4})"
6530,0.06,"frozenset({2, 3, 5})"
6531,0.06,"frozenset({2, 3, 7})"
6532,0.05,"frozenset({11, 2, 3})"
6533,0.06,"frozenset({2, 3, 14})"
6534,0.05,"frozenset({2, 3, 20})"
6535,0.05,"frozenset({2, 3, 23})"
6536,0.05,"frozenset({24, 2, 3})"
6537,0.07,"frozenset({26, 2, 3})"
6538,0.05,"frozenset({2, 3, 29})"
6539,0.06,"frozenset({2, 3, 31})"
6540,0.07,"frozenset({40, 2, 3})"
6541,0.06,"frozenset({2, 3, 42})"
6542,0.05,"frozenset({2, 3, 47})"
6543,0.07,"frozenset({49, 2, 3})"
6544,0.05,"frozenset({2, 3, 50})"
6545,0.05,"frozenset({56, 2, 3})"
6546,0.07,"frozenset({2, 3, 58})"
6547,0.05,"frozenset({59, 2, 3})"
6548,0.05,"frozenset({2, 3, 60})"
6549,0.06,"frozenset({64, 2, 3})"
6550,0.07,"frozenset({3, 66, 2})"
6551,0.05,"frozenset({72, 2, 3})"
6552,0.06,"frozenset({75, 2, 3})"
6553,0.05,"frozenset({2, 3, 76})"
6554,0.07,"frozenset({2, 3, 77})"
6555,0.07,"frozenset({2, 3, 78})"
6556,0.05,"frozenset({81, 2, 3})"
6557,0.06,"frozenset({2, 3, 86})"
6558,0.05,"frozenset({88, 2, 3})"
6559,0.05,"frozenset({3, 90, 2})"
6560,0.05,"frozenset({2, 3, 94})"
6561,0.05,"frozenset({2, 3, 95})"
6562,0.06,"frozenset({97, 2, 3})"
6563,0.07,"frozenset({99, 2, 3})"
6564,0.09,"frozenset({2, 4, 5})"
6565,0.05,"frozenset({2, 4, 6})"
6566,0.05,"frozenset({2, 4, 7})"
6567,0.06,"frozenset({9, 2, 4})"
6568,0.07,"frozenset({2, 11, 4})"
6569,0.05,"frozenset({2, 4, 13})"
6570,0.05,"frozenset({2, 4, 14})"
6571,0.06,"frozenset({16, 2, 4})"
6572,0.05,"frozenset({2, 19, 4})"
6573,0.08,"frozenset({2, 20, 4})"
6574,0.07,"frozenset({2, 4, 22})"
6575,0.06,"frozenset({2, 4, 23})"
6576,0.07,"frozenset({24, 2, 4})"
6577,0.05,"frozenset({2, 4, 29})"
6578,0.06,"frozenset({32, 2, 4})"
6579,0.05,"frozenset({33, 2, 4})"
6580,0.07,"frozenset({2, 4, 34})"
6581,0.08,"frozenset({2, 4, 37})"
6582,0.06,"frozenset({2, 4, 39})"
6583,0.1,"frozenset({40, 2, 4})"
6584,0.06,"frozenset({2, 4, 42})"
6585,0.06,"frozenset({2, 43, 4})"
6586,0.05,"frozenset({2, 4, 44})"
6587,0.07,"frozenset({2, 4, 46})"
6588,0.1,"frozenset({2, 4, 47})"
6589,0.09,"frozenset({49, 2, 4})"
6590,0.05,"frozenset({2, 4, 50})"
6591,0.08,"frozenset({2, 4, 52})"
6592,0.05,"frozenset({2, 4, 53})"
6593,0.05,"frozenset({2, 4, 55})"
6594,0.05,"frozenset({57, 2, 4})"
6595,0.06,"frozenset({2, 4, 58})"
6596,0.07,"frozenset({2, 4, 63})"
6597,0.07,"frozenset({66, 2, 4})"
6598,0.08,"frozenset({2, 67, 4})"
6599,0.06,"frozenset({2, 4, 71})"
6600,0.07,"frozenset({72, 2, 4})"
6601,0.08,"frozenset({73, 2, 4})"
6602,0.05,"frozenset({74, 2, 4})"
6603,0.07,"frozenset({2, 75, 4})"
6604,0.07,"frozenset({2, 76, 4})"
6605,0.08,"frozenset({2, 4, 77})"
6606,0.05,"frozenset({2, 4, 78})"
6607,0.06,"frozenset({81, 2, 4})"
6608,0.05,"frozenset({2, 4, 86})"
6609,0.05,"frozenset({88, 2, 4})"
6610,0.09,"frozenset({90, 2, 4})"
6611,0.06,"frozenset({2, 92, 4})"
6612,0.05,"frozenset({2, 4, 93})"
6613,0.06,"frozenset({2, 4, 94})"
6614,0.05,"frozenset({2, 4, 95})"
6615,0.06,"frozenset({96, 2, 4})"
6616,0.1,"frozenset({97, 2, 4})"
6617,0.06,"frozenset({2, 99, 4})"
6618,0.07,"frozenset({2, 100, 4})"
6619,0.05,"frozenset({2, 5, 6})"
6620,0.06,"frozenset({2, 5, 7})"
6621,0.05,"frozenset({8, 2, 5})"
6622,0.07,"frozenset({2, 13, 5})"
6623,0.08,"frozenset({2, 5, 14})"
6624,0.08,"frozenset({16, 2, 5})"
6625,0.05,"frozenset({2, 19, 5})"
6626,0.08,"frozenset({2, 20, 5})"
6627,0.06,"frozenset({2, 5, 22})"
6628,0.07,"frozenset({2, 5, 23})"
6629,0.06,"frozenset({24, 2, 5})"
6630,0.06,"frozenset({2, 29, 5})"
6631,0.05,"frozenset({2, 5, 31})"
6632,0.06,"frozenset({32, 2, 5})"
6633,0.07,"frozenset({33, 2, 5})"
6634,0.06,"frozenset({2, 34, 5})"
6635,0.06,"frozenset({2, 35, 5})"
6636,0.07,"frozenset({2, 37, 5})"
6637,0.07,"frozenset({2, 5, 39})"
6638,0.11,"frozenset({40, 2, 5})"
6639,0.08,"frozenset({2, 5, 47})"
6640,0.1,"frozenset({49, 2, 5})"
6641,0.05,"frozenset({2, 50, 5})"
6642,0.05,"frozenset({2, 53, 5})"
6643,0.05,"frozenset({2, 5, 54})"
6644,0.06,"frozenset({2, 5, 55})"
6645,0.05,"frozenset({57, 2, 5})"
6646,0.07,"frozenset({2, 58, 5})"
6647,0.05,"frozenset({2, 59, 5})"
6648,0.05,"frozenset({2, 61, 5})"
6649,0.05,"frozenset({2, 5, 62})"
6650,0.06,"frozenset({64, 2, 5})"
6651,0.05,"frozenset({65, 2, 5})"
6652,0.08,"frozenset({66, 2, 5})"
6653,0.07,"frozenset({2, 67, 5})"
6654,0.05,"frozenset({2, 69, 5})"
